,Transaction Date,Transaction ID,Item,Quantity,Price Per Unit,Total Spent
1439,2023-02-25,TXN_7328604,Salad,2.0,5.0,10.0
1438,2023-02-25,TXN_9840274,Smoothie,5.0,4.0,20.0
1437,2023-02-25,TXN_4260865,Smoothie,4.0,4.0,16.0
1436,2023-02-25,TXN_5862795,Salad,2.0,5.0,10.0
1435,2023-02-25,TXN_8704128,Juice,5.0,3.0,15.0
1434,2023-02-25,TXN_6955416,Salad,4.0,5.0,20.0
1445,2023-02-25,TXN_3134595,Juice,3.0,3.0,9.0
1460,2023-02-25,TXN_8594004,Cookie,4.0,1.0,4.0
1464,2023-02-26,TXN_6846085,Cookie,4.0,1.0,4.0
1463,2023-02-26,TXN_4367311,Coffee,5.0,2.0,10.0
9674,2023-02-26,TXN_3894820,Smoothie,5.0,4.0,20.0
1466,2023-02-26,TXN_1481116,Tea,2.0,1.5,3.0
1475,2023-02-26,TXN_6070787,Smoothie,3.0,4.0,12.0
1467,2023-02-26,TXN_7371782,Tea,3.0,1.5,4.5
1473,2023-02-26,TXN_3936162,Cookie,1.0,1.0,1.0
1487,2023-02-26,TXN_7622389,Tea,4.0,1.5,6.0
1486,2023-02-26,TXN_7377398,Juice,2.0,3.0,6.0
1485,2023-02-26,TXN_2687748,Juice,3.0,3.0,9.0
1484,2023-02-26,TXN_3331437,Coffee,1.0,2.0,2.0
1482,2023-02-26,TXN_7559388,Salad,4.0,5.0,20.0
1476,2023-02-26,TXN_4844022,Cookie,1.0,1.0,1.0
1481,2023-02-26,TXN_4912930,Smoothie,3.0,4.0,12.0
1483,2023-02-26,TXN_6396940,Cookie,2.0,1.0,2.0
1474,2023-02-26,TXN_9452225,Tea,1.0,1.5,1.5
1479,2023-02-26,TXN_5356324,Smoothie,1.0,4.0,4.0
1478,2023-02-26,TXN_3528653,Juice,1.0,3.0,3.0
1472,2023-02-26,TXN_9685716,Cookie,2.0,1.0,2.0
1470,2023-02-26,TXN_7898391,Salad,4.0,5.0,20.0
1469,2023-02-26,TXN_5023419,Cookie,3.0,1.0,3.0
1468,2023-02-26,TXN_1665810,Smoothie,5.0,4.0,20.0
1480,2023-02-26,TXN_8278833,Juice,3.0,3.0,9.0
1477,2023-02-26,TXN_1510673,Juice,3.0,3.0,9.0
1501,2023-02-27,TXN_5751040,Tea,5.0,1.5,7.5
1502,2023-02-27,TXN_4728936,Juice,4.0,3.0,12.0
1503,2023-02-27,TXN_9749333,Cookie,5.0,1.0,5.0
1506,2023-02-27,TXN_5665341,Tea,5.0,1.5,7.5
1505,2023-02-27,TXN_9024388,Salad,1.0,5.0,5.0
1500,2023-02-27,TXN_4463677,Salad,5.0,5.0,25.0
1504,2023-02-27,TXN_2351890,Tea,4.0,1.5,6.0
1499,2023-02-27,TXN_8306028,Salad,1.0,5.0,5.0
1490,2023-02-27,TXN_1951569,Salad,2.0,5.0,10.0
1497,2023-02-27,TXN_7840162,Cookie,5.0,1.0,5.0
1496,2023-02-27,TXN_3930990,Tea,4.0,1.5,6.0
1495,2023-02-27,TXN_6888998,Coffee,5.0,2.0,10.0
1494,2023-02-27,TXN_9271457,Juice,3.0,3.0,9.0
1493,2023-02-27,TXN_1491299,Juice,2.0,3.0,6.0
1492,2023-02-27,TXN_4583012,Smoothie,5.0,4.0,20.0
1491,2023-02-27,TXN_4075053,Smoothie,3.0,4.0,12.0
1489,2023-02-27,TXN_2131494,Salad,2.0,5.0,10.0
1488,2023-02-27,TXN_4831426,Juice,4.0,3.0,12.0
9637,2023-02-27,TXN_7844687,Juice,1.0,3.0,3.0
1498,2023-02-27,TXN_6371264,Smoothie,5.0,4.0,20.0
1510,2023-02-27,TXN_1132566,Juice,3.0,3.0,9.0
1507,2023-02-27,TXN_7548260,Juice,2.0,3.0,6.0
1512,2023-02-27,TXN_9178213,Coffee,2.0,2.0,4.0
1511,2023-02-27,TXN_5929633,Juice,3.0,3.0,9.0
1517,2023-02-27,TXN_2099497,Juice,1.0,3.0,3.0
1516,2023-02-27,TXN_5549557,Juice,2.0,3.0,6.0
9755,2023-02-27,TXN_1026799,Juice,5.0,3.0,15.0
1514,2023-02-27,TXN_9081088,Tea,2.0,1.5,3.0
1513,2023-02-27,TXN_8063016,Cookie,1.0,1.0,1.0
1515,2023-02-27,TXN_8114990,Juice,1.0,3.0,3.0
9565,2023-02-28,TXN_8805984,Juice,2.0,3.0,6.0
1544,2023-02-28,TXN_6569656,Cookie,5.0,1.0,5.0
1543,2023-02-28,TXN_8181326,Tea,5.0,1.5,7.5
1542,2023-02-28,TXN_9389963,Smoothie,5.0,4.0,20.0
1541,2023-02-28,TXN_8343414,Salad,2.0,5.0,10.0
1540,2023-02-28,TXN_6359031,Coffee,1.0,2.0,2.0
1539,2023-02-28,TXN_9155044,Smoothie,3.0,4.0,12.0
1538,2023-02-28,TXN_6629480,Smoothie,5.0,4.0,20.0
1537,2023-02-28,TXN_7813066,Juice,1.0,3.0,3.0
1536,2023-02-28,TXN_3502743,Smoothie,5.0,4.0,20.0
1535,2023-02-28,TXN_5949199,Tea,5.0,1.5,7.5
1534,2023-02-28,TXN_5537621,Juice,4.0,3.0,12.0
1532,2023-02-28,TXN_1510315,Coffee,3.0,2.0,6.0
1531,2023-02-28,TXN_2894945,Coffee,2.0,2.0,4.0
1529,2023-02-28,TXN_3283097,Coffee,5.0,2.0,10.0
1528,2023-02-28,TXN_3866156,Coffee,4.0,2.0,8.0
1527,2023-02-28,TXN_6745398,Tea,4.0,1.5,6.0
1526,2023-02-28,TXN_3052953,Coffee,5.0,2.0,10.0
1525,2023-02-28,TXN_8270768,Juice,5.0,3.0,15.0
1524,2023-02-28,TXN_3436344,Smoothie,2.0,4.0,8.0
1522,2023-02-28,TXN_1570632,Smoothie,5.0,4.0,20.0
1521,2023-02-28,TXN_7192920,Smoothie,4.0,4.0,16.0
1520,2023-02-28,TXN_7377496,Juice,1.0,3.0,3.0
1519,2023-02-28,TXN_7591982,Salad,1.0,5.0,5.0
1518,2023-02-28,TXN_2023802,Juice,2.0,3.0,6.0
1533,2023-02-28,TXN_4271034,Smoothie,3.0,4.0,12.0
1530,2023-02-28,TXN_6301600,Juice,4.0,3.0,12.0
1555,2023-03-01,TXN_1512118,Salad,4.0,5.0,20.0
1554,2023-03-01,TXN_8571235,Juice,1.0,3.0,3.0
1546,2023-03-01,TXN_5153899,Tea,3.0,1.5,4.5
1547,2023-03-01,TXN_7328209,Smoothie,3.0,4.0,12.0
1548,2023-03-01,TXN_6191123,Cookie,2.0,1.0,2.0
1549,2023-03-01,TXN_5151706,Smoothie,1.0,4.0,4.0
1550,2023-03-01,TXN_8267616,Tea,4.0,1.5,6.0
1553,2023-03-01,TXN_8018272,Smoothie,4.0,4.0,16.0
1551,2023-03-01,TXN_6550707,Coffee,1.0,2.0,2.0
1552,2023-03-01,TXN_1730385,Juice,2.0,3.0,6.0
1564,2023-03-01,TXN_3119835,Tea,2.0,1.5,3.0
1565,2023-03-01,TXN_4020074,Cookie,3.0,1.0,3.0
1563,2023-03-01,TXN_3113823,Salad,5.0,5.0,25.0
1568,2023-03-01,TXN_2480488,Juice,2.0,3.0,6.0
1562,2023-03-01,TXN_9843811,Juice,2.0,3.0,6.0
1561,2023-03-01,TXN_3103972,Juice,1.0,3.0,3.0
1560,2023-03-01,TXN_3104589,Cookie,2.0,1.0,2.0
1559,2023-03-01,TXN_5946554,Juice,2.0,3.0,6.0
1558,2023-03-01,TXN_5745921,Smoothie,2.0,4.0,8.0
1557,2023-03-01,TXN_6541284,Tea,4.0,1.5,6.0
1556,2023-03-01,TXN_3312690,Cookie,3.0,1.0,3.0
1569,2023-03-01,TXN_6113876,Juice,3.0,3.0,9.0
1570,2023-03-01,TXN_9879996,Coffee,4.0,2.0,8.0
1571,2023-03-01,TXN_5630457,Smoothie,1.0,4.0,4.0
1572,2023-03-01,TXN_5205595,Juice,1.0,3.0,3.0
1566,2023-03-01,TXN_8235381,Cookie,3.0,1.0,3.0
1567,2023-03-01,TXN_5722175,Tea,2.0,1.5,3.0
1589,2023-03-02,TXN_8892230,Coffee,5.0,2.0,10.0
1595,2023-03-02,TXN_2892693,Cookie,4.0,1.0,4.0
1594,2023-03-02,TXN_5714767,Salad,4.0,5.0,20.0
1593,2023-03-02,TXN_1824506,Juice,1.0,3.0,3.0
1592,2023-03-02,TXN_1474329,Smoothie,2.0,4.0,8.0
1591,2023-03-02,TXN_5712248,Smoothie,5.0,4.0,20.0
1590,2023-03-02,TXN_4353750,Juice,2.0,3.0,6.0
1588,2023-03-02,TXN_5525916,Coffee,2.0,2.0,4.0
1587,2023-03-02,TXN_8099578,Coffee,3.0,2.0,6.0
1586,2023-03-02,TXN_3818464,Juice,2.0,3.0,6.0
1585,2023-03-02,TXN_9691364,Cookie,3.0,1.0,3.0
1596,2023-03-02,TXN_3950331,Tea,5.0,1.5,7.5
1584,2023-03-02,TXN_6110769,Cookie,2.0,1.0,2.0
1582,2023-03-02,TXN_4625165,Salad,3.0,5.0,15.0
1581,2023-03-02,TXN_1583983,Tea,3.0,1.5,4.5
1580,2023-03-02,TXN_4040989,Smoothie,1.0,4.0,4.0
1579,2023-03-02,TXN_5319247,Smoothie,5.0,4.0,20.0
1578,2023-03-02,TXN_9056301,Cookie,2.0,1.0,2.0
1577,2023-03-02,TXN_6148776,Coffee,5.0,2.0,10.0
1576,2023-03-02,TXN_9176418,Smoothie,1.0,4.0,4.0
1575,2023-03-02,TXN_4033802,Tea,3.0,1.5,4.5
1574,2023-03-02,TXN_9499313,Juice,5.0,3.0,15.0
1573,2023-03-02,TXN_1279428,Salad,1.0,5.0,5.0
1583,2023-03-02,TXN_2205690,Cookie,5.0,1.0,5.0
1597,2023-03-02,TXN_5351656,Tea,1.0,1.5,1.5
1598,2023-03-02,TXN_6547896,Coffee,3.0,2.0,6.0
1599,2023-03-02,TXN_5255387,Coffee,4.0,2.0,8.0
9633,2023-03-03,TXN_7169320,Coffee,3.0,2.0,6.0
1624,2023-03-03,TXN_8750849,Juice,2.0,3.0,6.0
1623,2023-03-03,TXN_2571835,Salad,3.0,5.0,15.0
1622,2023-03-03,TXN_4870483,Coffee,1.0,2.0,2.0
1621,2023-03-03,TXN_4916085,Juice,1.0,3.0,3.0
9889,2023-03-03,TXN_3930313,Cookie,3.0,1.0,3.0
1620,2023-03-03,TXN_5496282,Smoothie,2.0,4.0,8.0
1619,2023-03-03,TXN_5457133,Juice,5.0,3.0,15.0
1618,2023-03-03,TXN_9938260,Smoothie,4.0,4.0,16.0
1615,2023-03-03,TXN_1445532,Coffee,3.0,2.0,6.0
1614,2023-03-03,TXN_6490609,Salad,4.0,5.0,20.0
1613,2023-03-03,TXN_6317991,Cookie,5.0,1.0,5.0
1617,2023-03-03,TXN_7976129,Juice,3.0,3.0,9.0
1611,2023-03-03,TXN_8735418,Coffee,5.0,2.0,10.0
1600,2023-03-03,TXN_9833195,Coffee,2.0,2.0,4.0
1602,2023-03-03,TXN_5657259,Tea,2.0,1.5,3.0
1604,2023-03-03,TXN_2670824,Juice,2.0,3.0,6.0
1612,2023-03-03,TXN_6324687,Smoothie,1.0,4.0,4.0
1606,2023-03-03,TXN_6799966,Tea,4.0,1.5,6.0
1607,2023-03-03,TXN_3831364,Tea,1.0,1.5,1.5
1605,2023-03-03,TXN_4916272,Tea,3.0,1.5,4.5
1609,2023-03-03,TXN_6243519,Coffee,3.0,2.0,6.0
9634,2023-03-03,TXN_4030010,Smoothie,5.0,4.0,20.0
1610,2023-03-03,TXN_4336247,Coffee,5.0,2.0,10.0
1608,2023-03-03,TXN_9576057,Tea,5.0,1.5,7.5
1641,2023-03-04,TXN_7056162,Smoothie,3.0,4.0,12.0
1634,2023-03-04,TXN_4799873,Cookie,3.0,1.0,3.0
1640,2023-03-04,TXN_6469563,Juice,5.0,3.0,15.0
1639,2023-03-04,TXN_4339682,Salad,5.0,5.0,25.0
1638,2023-03-04,TXN_8257774,Cookie,5.0,1.0,5.0
1637,2023-03-04,TXN_5268203,Juice,1.0,3.0,3.0
1635,2023-03-04,TXN_2930752,Juice,2.0,3.0,6.0
1633,2023-03-04,TXN_5485384,Smoothie,5.0,4.0,20.0
1644,2023-03-04,TXN_8329144,Smoothie,2.0,4.0,8.0
1631,2023-03-04,TXN_3546629,Juice,5.0,3.0,15.0
1630,2023-03-04,TXN_9127105,Juice,3.0,3.0,9.0
1629,2023-03-04,TXN_4343133,Cookie,4.0,1.0,4.0
1628,2023-03-04,TXN_4548698,Salad,2.0,5.0,10.0
1627,2023-03-04,TXN_1885495,Coffee,4.0,2.0,8.0
1625,2023-03-04,TXN_5818852,Juice,2.0,3.0,6.0
9835,2023-03-04,TXN_9556442,Smoothie,1.0,4.0,4.0
1645,2023-03-04,TXN_9641364,Cookie,3.0,1.0,3.0
1632,2023-03-04,TXN_2844982,Cookie,1.0,1.0,1.0
1626,2023-03-04,TXN_4323570,Cookie,1.0,1.0,1.0
1646,2023-03-04,TXN_3196388,Salad,3.0,5.0,15.0
1643,2023-03-04,TXN_2292088,Smoothie,1.0,4.0,4.0
1647,2023-03-04,TXN_8917300,Cookie,1.0,1.0,1.0
1642,2023-03-04,TXN_2905118,Tea,5.0,1.5,7.5
1648,2023-03-05,TXN_5858713,Cookie,2.0,1.0,2.0
1670,2023-03-05,TXN_9579740,Juice,3.0,3.0,9.0
1669,2023-03-05,TXN_1322421,Juice,4.0,3.0,12.0
1668,2023-03-05,TXN_5994713,Tea,3.0,1.5,4.5
9569,2023-03-05,TXN_1628509,Smoothie,5.0,4.0,20.0
1665,2023-03-05,TXN_9940220,Juice,2.0,3.0,6.0
1664,2023-03-05,TXN_5762440,Smoothie,5.0,4.0,20.0
1663,2023-03-05,TXN_1248167,Smoothie,1.0,4.0,4.0
1662,2023-03-05,TXN_6625294,Smoothie,2.0,4.0,8.0
1661,2023-03-05,TXN_4030197,Salad,3.0,5.0,15.0
1667,2023-03-05,TXN_5956755,Smoothie,5.0,4.0,20.0
1659,2023-03-05,TXN_9997263,Cookie,2.0,1.0,2.0
1660,2023-03-05,TXN_4611673,Smoothie,5.0,4.0,20.0
1649,2023-03-05,TXN_2640727,Juice,3.0,3.0,9.0
1650,2023-03-05,TXN_5410349,Juice,5.0,3.0,15.0
1651,2023-03-05,TXN_8526084,Juice,5.0,3.0,15.0
1652,2023-03-05,TXN_3572190,Coffee,5.0,2.0,10.0
1666,2023-03-05,TXN_5649204,Smoothie,1.0,4.0,4.0
1653,2023-03-05,TXN_6621007,Juice,2.0,3.0,6.0
1654,2023-03-05,TXN_7205840,Salad,3.0,5.0,15.0
1655,2023-03-05,TXN_6929664,Coffee,1.0,2.0,2.0
1656,2023-03-05,TXN_8863649,Cookie,1.0,1.0,1.0
1682,2023-03-06,TXN_7662502,Juice,1.0,3.0,3.0
1681,2023-03-06,TXN_5208377,Tea,2.0,1.5,3.0
1680,2023-03-06,TXN_4083004,Smoothie,5.0,4.0,20.0
1679,2023-03-06,TXN_3601338,Juice,3.0,3.0,9.0
1678,2023-03-06,TXN_5634977,Coffee,5.0,2.0,10.0
1677,2023-03-06,TXN_5090839,Smoothie,5.0,4.0,20.0
9683,2023-03-06,TXN_7397017,Salad,3.0,5.0,15.0
1683,2023-03-06,TXN_9072093,Cookie,1.0,1.0,1.0
1675,2023-03-06,TXN_2701016,Juice,5.0,3.0,15.0
1674,2023-03-06,TXN_4355728,Juice,4.0,3.0,12.0
1672,2023-03-06,TXN_7819240,Smoothie,5.0,4.0,20.0
1671,2023-03-06,TXN_9510130,Salad,4.0,5.0,20.0
1676,2023-03-06,TXN_9300970,Juice,2.0,3.0,6.0
1673,2023-03-06,TXN_9300618,Tea,3.0,1.5,4.5
1684,2023-03-06,TXN_9409728,Tea,2.0,1.5,3.0
1686,2023-03-06,TXN_6272473,Coffee,4.0,2.0,8.0
1685,2023-03-06,TXN_9375649,Cookie,4.0,1.0,4.0
1696,2023-03-06,TXN_1934166,Smoothie,5.0,4.0,20.0
1695,2023-03-06,TXN_6721531,Tea,4.0,1.5,6.0
1693,2023-03-06,TXN_6038791,Juice,2.0,3.0,6.0
1692,2023-03-06,TXN_1546695,Coffee,5.0,2.0,10.0
1694,2023-03-06,TXN_6403859,Smoothie,5.0,4.0,20.0
1690,2023-03-06,TXN_6209258,Juice,1.0,3.0,3.0
1689,2023-03-06,TXN_3843541,Salad,3.0,5.0,15.0
1688,2023-03-06,TXN_5354746,Coffee,4.0,2.0,8.0
1687,2023-03-06,TXN_7851403,Coffee,5.0,2.0,10.0
1691,2023-03-06,TXN_2020445,Smoothie,2.0,4.0,8.0
1717,2023-03-07,TXN_4258949,Juice,2.0,3.0,6.0
1713,2023-03-07,TXN_8013032,Coffee,2.0,2.0,4.0
1715,2023-03-07,TXN_8104431,Tea,5.0,1.5,7.5
1716,2023-03-07,TXN_9340973,Cookie,4.0,1.0,4.0
1719,2023-03-07,TXN_5967452,Juice,5.0,3.0,15.0
1725,2023-03-07,TXN_3898665,Smoothie,2.0,4.0,8.0
1722,2023-03-07,TXN_5947264,Salad,1.0,5.0,5.0
1723,2023-03-07,TXN_3732426,Smoothie,2.0,4.0,8.0
1724,2023-03-07,TXN_9216314,Juice,1.0,3.0,3.0
1712,2023-03-07,TXN_6618750,Smoothie,5.0,4.0,20.0
1726,2023-03-07,TXN_8742742,Juice,4.0,3.0,12.0
1721,2023-03-07,TXN_8058105,Tea,3.0,1.5,4.5
1711,2023-03-07,TXN_9612877,Smoothie,1.0,4.0,4.0
1704,2023-03-07,TXN_7418962,Smoothie,4.0,4.0,16.0
1709,2023-03-07,TXN_1875220,Tea,3.0,1.5,4.5
1708,2023-03-07,TXN_6603668,Coffee,4.0,2.0,8.0
1707,2023-03-07,TXN_7260110,Salad,5.0,5.0,25.0
1705,2023-03-07,TXN_6889867,Smoothie,5.0,4.0,20.0
9788,2023-03-07,TXN_2268203,Salad,3.0,5.0,15.0
1703,2023-03-07,TXN_6271633,Juice,2.0,3.0,6.0
1702,2023-03-07,TXN_1419669,Juice,5.0,3.0,15.0
1701,2023-03-07,TXN_3011323,Coffee,3.0,2.0,6.0
1700,2023-03-07,TXN_2517078,Smoothie,2.0,4.0,8.0
1699,2023-03-07,TXN_9811007,Cookie,5.0,1.0,5.0
1698,2023-03-07,TXN_2248497,Salad,2.0,5.0,10.0
1697,2023-03-07,TXN_4667663,Juice,5.0,3.0,15.0
1710,2023-03-07,TXN_3873718,Salad,1.0,5.0,5.0
9930,2023-03-07,TXN_4988100,Coffee,1.0,2.0,2.0
9646,2023-03-08,TXN_6018740,Smoothie,2.0,4.0,8.0
1752,2023-03-08,TXN_7514047,Salad,1.0,5.0,5.0
1754,2023-03-08,TXN_8167530,Juice,3.0,3.0,9.0
1753,2023-03-08,TXN_2638644,Tea,1.0,1.5,1.5
1751,2023-03-08,TXN_8226985,Coffee,2.0,2.0,4.0
1749,2023-03-08,TXN_6889357,Salad,1.0,5.0,5.0
1748,2023-03-08,TXN_5697778,Juice,3.0,3.0,9.0
1747,2023-03-08,TXN_6775304,Tea,4.0,1.5,6.0
1746,2023-03-08,TXN_8969428,Salad,3.0,5.0,15.0
1745,2023-03-08,TXN_6810969,Smoothie,1.0,4.0,4.0
1743,2023-03-08,TXN_7707761,Tea,3.0,1.5,4.5
1742,2023-03-08,TXN_8684125,Salad,2.0,5.0,10.0
1741,2023-03-08,TXN_3740465,Cookie,4.0,1.0,4.0
1740,2023-03-08,TXN_5896141,Smoothie,5.0,4.0,20.0
1739,2023-03-08,TXN_8286164,Smoothie,1.0,4.0,4.0
1744,2023-03-08,TXN_7612056,Cookie,5.0,1.0,5.0
1737,2023-03-08,TXN_2520102,Coffee,1.0,2.0,2.0
1736,2023-03-08,TXN_4310310,Juice,3.0,3.0,9.0
1735,2023-03-08,TXN_8187222,Coffee,4.0,2.0,8.0
1734,2023-03-08,TXN_3713527,Cookie,4.0,1.0,4.0
1733,2023-03-08,TXN_8103630,Cookie,1.0,1.0,1.0
1732,2023-03-08,TXN_4917580,Coffee,3.0,2.0,6.0
1731,2023-03-08,TXN_7899009,Coffee,1.0,2.0,2.0
1730,2023-03-08,TXN_5337566,Cookie,5.0,1.0,5.0
1729,2023-03-08,TXN_8453282,Cookie,3.0,1.0,3.0
1728,2023-03-08,TXN_5905025,Cookie,4.0,1.0,4.0
1738,2023-03-08,TXN_7177709,Juice,5.0,3.0,15.0
1727,2023-03-08,TXN_1364211,Salad,2.0,5.0,10.0
1767,2023-03-09,TXN_7308222,Salad,2.0,5.0,10.0
1768,2023-03-09,TXN_8639879,Salad,2.0,5.0,10.0
1769,2023-03-09,TXN_8271025,Juice,5.0,3.0,15.0
1770,2023-03-09,TXN_7055306,Salad,1.0,5.0,5.0
1775,2023-03-09,TXN_4365321,Salad,4.0,5.0,20.0
1772,2023-03-09,TXN_5391160,Juice,2.0,3.0,6.0
1773,2023-03-09,TXN_1020478,Coffee,1.0,2.0,2.0
1774,2023-03-09,TXN_9238689,Juice,1.0,3.0,3.0
1766,2023-03-09,TXN_5983031,Juice,3.0,3.0,9.0
1771,2023-03-09,TXN_1422305,Smoothie,4.0,4.0,16.0
1765,2023-03-09,TXN_3564954,Smoothie,4.0,4.0,16.0
9838,2023-03-09,TXN_2548742,Salad,5.0,5.0,25.0
1763,2023-03-09,TXN_2818204,Juice,1.0,3.0,3.0
1762,2023-03-09,TXN_7368648,Tea,1.0,1.5,1.5
1761,2023-03-09,TXN_5270067,Juice,3.0,3.0,9.0
1760,2023-03-09,TXN_3594827,Juice,5.0,3.0,15.0
1759,2023-03-09,TXN_1292430,Smoothie,1.0,4.0,4.0
1758,2023-03-09,TXN_6591756,Cookie,5.0,1.0,5.0
1757,2023-03-09,TXN_5236892,Juice,1.0,3.0,3.0
1756,2023-03-09,TXN_7584389,Coffee,4.0,2.0,8.0
1755,2023-03-09,TXN_2195630,Smoothie,5.0,4.0,20.0
1764,2023-03-09,TXN_2964794,Juice,2.0,3.0,6.0
9718,2023-03-10,TXN_8116619,Smoothie,3.0,4.0,12.0
1779,2023-03-10,TXN_8606912,Salad,5.0,5.0,25.0
1778,2023-03-10,TXN_8326905,Coffee,5.0,2.0,10.0
1781,2023-03-10,TXN_2190325,Smoothie,4.0,4.0,16.0
1776,2023-03-10,TXN_9577339,Juice,2.0,3.0,6.0
1780,2023-03-10,TXN_4995910,Juice,5.0,3.0,15.0
1777,2023-03-10,TXN_9039165,Smoothie,4.0,4.0,16.0
1782,2023-03-10,TXN_1050323,Juice,1.0,3.0,3.0
1795,2023-03-10,TXN_4953450,Cookie,4.0,1.0,4.0
1796,2023-03-10,TXN_7349319,Cookie,3.0,1.0,3.0
1802,2023-03-10,TXN_4225756,Cookie,3.0,1.0,3.0
1801,2023-03-10,TXN_6025054,Coffee,1.0,2.0,2.0
9662,2023-03-10,TXN_6130455,Tea,2.0,1.5,3.0
1798,2023-03-10,TXN_4668762,Smoothie,3.0,4.0,12.0
1797,2023-03-10,TXN_3444519,Cookie,4.0,1.0,4.0
1794,2023-03-10,TXN_1784150,Cookie,3.0,1.0,3.0
1793,2023-03-10,TXN_4372163,Smoothie,1.0,4.0,4.0
1803,2023-03-10,TXN_2838958,Coffee,1.0,2.0,2.0
1792,2023-03-10,TXN_3894735,Juice,5.0,3.0,15.0
1790,2023-03-10,TXN_3197752,Smoothie,2.0,4.0,8.0
1789,2023-03-10,TXN_5530717,Juice,1.0,3.0,3.0
1788,2023-03-10,TXN_8500316,Smoothie,4.0,4.0,16.0
1787,2023-03-10,TXN_3733753,Smoothie,1.0,4.0,4.0
1786,2023-03-10,TXN_6434414,Coffee,1.0,2.0,2.0
1785,2023-03-10,TXN_9455977,Tea,1.0,1.5,1.5
1784,2023-03-10,TXN_2252244,Juice,2.0,3.0,6.0
1783,2023-03-10,TXN_5882077,Smoothie,3.0,4.0,12.0
1791,2023-03-10,TXN_8983868,Coffee,5.0,2.0,10.0
1813,2023-03-11,TXN_3629728,Smoothie,1.0,4.0,4.0
1814,2023-03-11,TXN_8092496,Juice,4.0,3.0,12.0
1815,2023-03-11,TXN_3447069,Juice,2.0,3.0,6.0
1811,2023-03-11,TXN_1380601,Tea,4.0,1.5,6.0
1817,2023-03-11,TXN_2594056,Salad,4.0,5.0,20.0
1812,2023-03-11,TXN_8467949,Smoothie,5.0,4.0,20.0
1816,2023-03-11,TXN_7498795,Cookie,2.0,1.0,2.0
9704,2023-03-11,TXN_2265603,Smoothie,3.0,4.0,12.0
1805,2023-03-11,TXN_8942829,Salad,5.0,5.0,25.0
1809,2023-03-11,TXN_3407169,Smoothie,2.0,4.0,8.0
1808,2023-03-11,TXN_7694996,Salad,4.0,5.0,20.0
1807,2023-03-11,TXN_8533584,Cookie,2.0,1.0,2.0
1806,2023-03-11,TXN_3094597,Smoothie,4.0,4.0,16.0
1804,2023-03-11,TXN_1593691,Smoothie,2.0,4.0,8.0
9651,2023-03-11,TXN_3596456,Coffee,3.0,2.0,6.0
1810,2023-03-11,TXN_4493878,Coffee,5.0,2.0,10.0
1836,2023-03-12,TXN_6050844,Tea,2.0,1.5,3.0
1835,2023-03-12,TXN_1923263,Smoothie,4.0,4.0,16.0
1834,2023-03-12,TXN_6568978,Juice,3.0,3.0,9.0
1833,2023-03-12,TXN_2035137,Tea,2.0,1.5,3.0
1829,2023-03-12,TXN_2576799,Juice,1.0,3.0,3.0
1831,2023-03-12,TXN_9653700,Juice,1.0,3.0,3.0
1837,2023-03-12,TXN_1039367,Smoothie,3.0,4.0,12.0
1828,2023-03-12,TXN_1786141,Smoothie,4.0,4.0,16.0
1832,2023-03-12,TXN_8593064,Smoothie,4.0,4.0,16.0
1838,2023-03-12,TXN_2873990,Smoothie,2.0,4.0,8.0
1826,2023-03-12,TXN_5331285,Smoothie,3.0,4.0,12.0
1825,2023-03-12,TXN_5687012,Salad,2.0,5.0,10.0
1824,2023-03-12,TXN_3033598,Smoothie,5.0,4.0,20.0
1823,2023-03-12,TXN_2161341,Salad,5.0,5.0,25.0
1822,2023-03-12,TXN_4132730,Cookie,5.0,1.0,5.0
1821,2023-03-12,TXN_2865104,Juice,5.0,3.0,15.0
9576,2023-03-12,TXN_6744866,Tea,4.0,1.5,6.0
1819,2023-03-12,TXN_1417871,Salad,3.0,5.0,15.0
1818,2023-03-12,TXN_6142549,Juice,3.0,3.0,9.0
9620,2023-03-12,TXN_8148137,Tea,1.0,1.5,1.5
1839,2023-03-12,TXN_6576987,Salad,3.0,5.0,15.0
1827,2023-03-12,TXN_8090361,Coffee,1.0,2.0,2.0
9903,2023-03-13,TXN_3099819,Coffee,4.0,2.0,8.0
1857,2023-03-13,TXN_2200163,Coffee,4.0,2.0,8.0
1863,2023-03-13,TXN_3785678,Tea,1.0,1.5,1.5
1860,2023-03-13,TXN_5276301,Juice,3.0,3.0,9.0
1861,2023-03-13,TXN_7609781,Smoothie,3.0,4.0,12.0
1862,2023-03-13,TXN_3978874,Smoothie,5.0,4.0,20.0
1864,2023-03-13,TXN_5589433,Juice,2.0,3.0,6.0
1865,2023-03-13,TXN_6371987,Tea,5.0,1.5,7.5
1866,2023-03-13,TXN_7911650,Juice,2.0,3.0,6.0
1867,2023-03-13,TXN_2005789,Juice,3.0,3.0,9.0
1878,2023-03-13,TXN_4488222,Tea,3.0,1.5,4.5
1868,2023-03-13,TXN_4788849,Cookie,1.0,1.0,1.0
1870,2023-03-13,TXN_3842567,Salad,1.0,5.0,5.0
1871,2023-03-13,TXN_7223120,Juice,1.0,3.0,3.0
1872,2023-03-13,TXN_2866735,Cookie,4.0,1.0,4.0
1873,2023-03-13,TXN_4052950,Salad,2.0,5.0,10.0
1874,2023-03-13,TXN_9836934,Cookie,3.0,1.0,3.0
1876,2023-03-13,TXN_1425215,Juice,1.0,3.0,3.0
